Vardas                        Pavardė                      ND1  ND2  ND3  ND4  ND5  EGZ  
Vardas6152                    Pavardė6152                  5    2    1    8    8    3    
Vardas6153                    Pavardė6153                  4    3    5    10   4    8    
Vardas6154                    Pavardė6154                  1    2    8    6    5    3    
Vardas6155                    Pavardė6155                  4    10   2    1    10   9    
Vardas6156                    Pavardė6156                  2    10   7    8    5    5    
Vardas6157                    Pavardė6157                  5    3    4    8    9    7    
Vardas6158                    Pavardė6158                  7    9    8    5    4    5    
Vardas6159                    Pavardė6159                  1    8    8    1    4    8    
Vardas6160                    Pavardė6160                  2    3    10   1    6    10   
Vardas6161                    Pavardė6161                  4    4    9    5    2    5    
Vardas6162                    Pavardė6162                  1    1    1    10   9    4    
Vardas6163                    Pavardė6163                  7    8    4    3    7    10   
Vardas6164                    Pavardė6164                  1    4    1    1    5    5    
Vardas6165                    Pavardė6165                  3    1    7    6    10   7    
Vardas6166                    Pavardė6166                  5    6    8    1    1    1    
Vardas6167                    Pavardė6167                  7    9    9    10   4    9    
Vardas6168                    Pavardė6168                  10   3    4    1    9    9    
Vardas6169                    Pavardė6169                  3    6    7    8    7    1    
Vardas6170                    Pavardė6170                  5    7    3    9    10   6    
Vardas6171                    Pavardė6171                  2    1    2    3    9    9    
Vardas6172                    Pavardė6172                  8    8    2    8    1    4    
Vardas6173                    Pavardė6173                  1    2    8    5    5    4    
Vardas6174                    Pavardė6174                  5    4    1    7    7    6    
Vardas6175                    Pavardė6175                  9    2    3    5    1    1    
Vardas6176                    Pavardė6176                  10   6    4    5    2    2    
Vardas6177                    Pavardė6177                  9    2    7    6    3    6    
Vardas6178                    Pavardė6178                  8    3    10   9    10   6    
Vardas6179                    Pavardė6179                  9    4    4    4    5    4    
Vardas6180                    Pavardė6180                  8    5    3    10   5    6    
Vardas6181                    Pavardė6181                  9    5    10   8    6    6    
Vardas6182                    Pavardė6182                  10   2    2    7    1    2    
Vardas6183                    Pavardė6183                  5    9    1    3    5    4    
Vardas6184                    Pavardė6184                  7    9    6    10   7    3    
Vardas6185                    Pavardė6185                  3    8    5    9    6    2    
Vardas6186                    Pavardė6186                  5    5    10   4    4    8    
Vardas6187                    Pavardė6187                  7    6    10   7    8    4    
Vardas6188                    Pavardė6188                  1    5    10   1    4    10   
Vardas6189                    Pavardė6189                  3    10   9    4    8    2    
Vardas6190                    Pavardė6190                  2    7    6    5    9    3    
Vardas6191                    Pavardė6191                  5    1    5    4    3    4    
Vardas6192                    Pavardė6192                  8    2    2    10   1    4    
Vardas6193                    Pavardė6193                  9    5    5    3    8    3    
Vardas6194                    Pavardė6194                  3    2    9    9    7    4    
Vardas6195                    Pavardė6195                  10   2    8    4    8    8    
Vardas6196                    Pavardė6196                  10   3    4    8    2    2    
Vardas6197                    Pavardė6197                  7    3    4    4    7    5    
Vardas6198                    Pavardė6198                  10   2    10   4    3    5    
Vardas6199                    Pavardė6199                  5    1    9    6    4    5    
Vardas6200                    Pavardė6200                  4    3    2    8    2    10   
Vardas6201                    Pavardė6201                  5    6    7    10   6    2    
Vardas6202                    Pavardė6202                  9    1    3    10   5    10   
Vardas6203                    Pavardė6203                  5    8    4    9    4    6    
Vardas6204                    Pavardė6204                  3    10   3    2    4    8    
Vardas6205                    Pavardė6205                  4    2    1    6    4    5    
Vardas6206                    Pavardė6206                  10   7    3    4    7    4    
Vardas6207                    Pavardė6207                  9    8    9    1    4    3    
Vardas6208                    Pavardė6208                  4    4    8    5    4    8    
Vardas6209                    Pavardė6209                  4    5    4    8    4    8    
Vardas6210                    Pavardė6210                  9    7    5    9    5    2    
Vardas6211                    Pavardė6211                  2    5    3    9    5    10   
Vardas6212                    Pavardė6212                  7    6    5    4    7    8    
Vardas6213                    Pavardė6213                  2    6    5    5    6    6    
Vardas6214                    Pavardė6214                  7    4    8    7    9    7    
Vardas6215                    Pavardė6215                  4    4    9    1    3    9    
Vardas6216                    Pavardė6216                  2    8    6    7    8    8    
Vardas6217                    Pavardė6217                  2    7    10   3    4    4    
Vardas6218                    Pavardė6218                  7    2    3    9    9    8    
Vardas6219                    Pavardė6219                  10   1    5    10   1    5    
Vardas6220                    Pavardė6220                  4    2    5    9    3    8    
Vardas6221                    Pavardė6221                  3    9    8    8    4    6    
Vardas6222                    Pavardė6222                  9    10   7    8    4    1    
Vardas6223                    Pavardė6223                  9    4    5    3    5    10   
Vardas6224                    Pavardė6224                  4    9    6    9    2    10   
Vardas6225                    Pavardė6225                  10   9    6    4    1    9    
Vardas6226                    Pavardė6226                  6    3    4    3    10   10   
Vardas6227                    Pavardė6227                  2    10   3    2    4    3    
Vardas6228                    Pavardė6228                  5    5    9    9    2    2    
Vardas6229                    Pavardė6229                  9    10   1    8    6    2    
Vardas6230                    Pavardė6230                  4    1    6    5    6    4    
Vardas6231                    Pavardė6231                  1    3    4    1    2    5    
Vardas6232                    Pavardė6232                  2    7    6    1    1    7    
Vardas6233                    Pavardė6233                  10   9    2    4    7    3    
Vardas6234                    Pavardė6234                  2    6    9    5    3    6    
Vardas6235                    Pavardė6235                  6    5    3    9    3    7    
Vardas6236                    Pavardė6236                  1    6    8    4    9    1    
Vardas6237                    Pavardė6237                  2    4    5    7    10   9    
Vardas6238                    Pavardė6238                  8    10   2    3    3    9    
Vardas6239                    Pavardė6239                  7    5    1    8    2    1    
Vardas6240                    Pavardė6240                  7    6    9    2    8    6    
Vardas6241                    Pavardė6241                  3    6    2    2    8    6    
Vardas6242                    Pavardė6242                  1    1    6    9    5    8    
Vardas6243                    Pavardė6243                  2    9    6    2    1    8    
Vardas6244                    Pavardė6244                  8    3    7    10   5    4    
Vardas6245                    Pavardė6245                  8    5    1    4    4    8    
Vardas6246                    Pavardė6246                  6    10   8    5    10   2    
Vardas6247                    Pavardė6247                  4    1    4    4    6    3    
Vardas6248                    Pavardė6248                  1    8    3    7    8    6    
Vardas6249                    Pavardė6249                  8    7    10   3    6    7    
Vardas6250                    Pavardė6250                  1    7    6    2    4    6    
Vardas6251                    Pavardė6251                  7    1    5    4    3    2    
Vardas6252                    Pavardė6252                  5    1    1    5    3    4    
Vardas6253                    Pavardė6253                  7    7    1    9    1    8    
Vardas6254                    Pavardė6254                  8    7    7    2    3    8    
Vardas6255                    Pavardė6255                  5    10   4    6    6    3    
Vardas6256                    Pavardė6256                  2    10   4    10   5    1    
Vardas6257                    Pavardė6257                  3    9    4    4    9    8    
Vardas6258                    Pavardė6258                  2    5    4    2    9    7    
Vardas6259                    Pavardė6259                  1    5    1    8    8    7    
Vardas6260                    Pavardė6260                  3    10   2    9    10   3    
Vardas6261                    Pavardė6261                  6    1    5    1    2    8    
Vardas6262                    Pavardė6262                  2    5    9    9    6    4    
Vardas6263                    Pavardė6263                  3    8    8    4    4    9    
Vardas6264                    Pavardė6264                  5    4    4    6    4    1    
Vardas6265                    Pavardė6265                  3    3    5    3    5    8    
Vardas6266                    Pavardė6266                  8    9    3    9    1    10   
Vardas6267                    Pavardė6267                  7    2    6    1    8    9    
Vardas6268                    Pavardė6268                  1    4    1    4    3    1    
Vardas6269                    Pavardė6269                  9    9    4    10   9    5    
Vardas6270                    Pavardė6270                  1    1    7    9    5    10   
Vardas6271                    Pavardė6271                  6    3    7    10   8    8    
Vardas6272                    Pavardė6272                  8    8    8    1    8    6    
Vardas6273                    Pavardė6273                  3    1    5    9    4    9    
Vardas6274                    Pavardė6274                  7    7    3    7    5    9    
Vardas6275                    Pavardė6275                  8    4    8    9    2    3    
Vardas6276                    Pavardė6276                  2    8    8    10   5    7    
Vardas6277                    Pavardė6277                  4    6    7    4    9    3    
Vardas6278                    Pavardė6278                  7    4    1    8    4    7    
Vardas6279                    Pavardė6279                  5    2    3    9    2    8    
Vardas6280                    Pavardė6280                  7    1    2    6    5    9    
Vardas6281                    Pavardė6281                  8    3    9    10   6    5    
Vardas6282                    Pavardė6282                  8    3    3    3    1    5    
Vardas6283                    Pavardė6283                  9    2    1    4    8    5    
Vardas6284                    Pavardė6284                  2    6    3    8    8    8    
Vardas6285                    Pavardė6285                  5    3    4    2    10   1    
Vardas6286                    Pavardė6286                  6    8    5    1    4    9    
Vardas6287                    Pavardė6287                  8    4    4    9    2    3    
Vardas6288                    Pavardė6288                  3    7    5    6    8    2    
Vardas6289                    Pavardė6289                  10   6    1    2    1    5    
Vardas6290                    Pavardė6290                  4    5    6    7    10   8    
Vardas6291                    Pavardė6291                  6    1    5    4    1    10   
Vardas6292                    Pavardė6292                  7    8    2    9    10   3    
Vardas6293                    Pavardė6293                  3    3    8    4    5    10   
Vardas6294                    Pavardė6294                  1    1    7    4    7    7    
Vardas6295                    Pavardė6295                  8    4    1    10   3    10   
Vardas6296                    Pavardė6296                  9    3    7    8    7    3    
Vardas6297                    Pavardė6297                  8    5    3    4    2    3    
Vardas6298                    Pavardė6298                  9    4    3    4    5    1    
Vardas6299                    Pavardė6299                  4    7    10   8    1    4    
Vardas6300                    Pavardė6300                  4    5    2    6    9    7    
Vardas6301                    Pavardė6301                  10   10   8    8    10   1    
Vardas6302                    Pavardė6302                  9    5    1    9    1    3    
Vardas6303                    Pavardė6303                  5    10   8    7    9    4    
Vardas6304                    Pavardė6304                  1    7    2    7    10   6    
Vardas6305                    Pavardė6305                  6    10   10   9    3    9    
Vardas6306                    Pavardė6306                  7    1    9    10   9    1    
Vardas6307                    Pavardė6307                  9    9    7    5    6    10   
Vardas6308                    Pavardė6308                  2    7    2    4    2    10   
Vardas6309                    Pavardė6309                  6    4    1    7    9    7    
Vardas6310                    Pavardė6310                  9    5    6    1    7    7    
Vardas6311                    Pavardė6311                  1    3    7    8    2    5    
Vardas6312                    Pavardė6312                  6    1    5    5    5    1    
Vardas6313                    Pavardė6313                  2    9    3    3    5    7    
Vardas6314                    Pavardė6314                  4    4    6    8    2    2    
Vardas6315                    Pavardė6315                  10   9    5    6    1    8    
Vardas6316                    Pavardė6316                  10   9    4    2    3    10   
Vardas6317                    Pavardė6317                  5    5    9    8    7    2    
Vardas6318                    Pavardė6318                  4    7    9    2    6    2    
Vardas6319                    Pavardė6319                  9    6    8    4    9    3    
Vardas6320                    Pavardė6320                  3    10   8    4    7    2    
Vardas6321                    Pavardė6321                  8    5    2    1    2    4    
Vardas6322                    Pavardė6322                  2    2    10   9    3    9    
Vardas6323                    Pavardė6323                  6    1    6    9    8    5    
Vardas6324                    Pavardė6324                  3    2    5    10   9    3    
Vardas6325                    Pavardė6325                  7    9    1    10   1    10   
Vardas6326                    Pavardė6326                  4    2    2    8    9    5    
Vardas6327                    Pavardė6327                  6    1    4    3    5    10   
Vardas6328                    Pavardė6328                  1    4    5    9    4    10   
Vardas6329                    Pavardė6329                  3    9    10   10   5    3    
Vardas6330                    Pavardė6330                  4    10   6    2    10   10   
Vardas6331                    Pavardė6331                  6    8    7    10   9    6    
Vardas6332                    Pavardė6332                  2    2    2    5    7    1    
Vardas6333                    Pavardė6333                  3    9    8    6    10   5    
Vardas6334                    Pavardė6334                  4    8    4    7    4    9    
Vardas6335                    Pavardė6335                  10   4    9    9    7    4    
Vardas6336                    Pavardė6336                  1    7    7    8    4    9    
Vardas6337                    Pavardė6337                  7    2    2    9    7    6    
Vardas6338                    Pavardė6338                  2    3    7    2    1    10   
Vardas6339                    Pavardė6339                  9    4    4    8    5    6    
Vardas6340                    Pavardė6340                  6    10   1    5    3    2    
Vardas6341                    Pavardė6341                  3    9    6    4    5    9    
Vardas6342                    Pavardė6342                  8    6    9    3    5    10   
Vardas6343                    Pavardė6343                  10   3    1    10   8    8    
Vardas6344                    Pavardė6344                  1    2    4    10   9    2    
Vardas6345                    Pavardė6345                  7    2    3    9    4    5    
Vardas6346                    Pavardė6346                  2    2    8    4    5    3    
Vardas6347                    Pavardė6347                  2    10   4    4    9    2    
Vardas6348                    Pavardė6348                  10   7    5    6    6    4    
Vardas6349                    Pavardė6349                  3    1    6    3    10   9    
Vardas6350                    Pavardė6350                  6    4    1    6    10   9    
Vardas6351                    Pavardė6351                  5    2    4    6    2    2    
Vardas6352                    Pavardė6352                  8    10   1    10   2    8    
Vardas6353                    Pavardė6353                  10   2    2    1    8    7    
Vardas6354                    Pavardė6354                  5    1    3    9    4    3    
Vardas6355                    Pavardė6355                  7    8    10   5    7    7    
Vardas6356                    Pavardė6356                  7    1    2    9    4    9    
Vardas6357                    Pavardė6357                  3    2    5    8    10   4    
Vardas6358                    Pavardė6358                  2    8    1    10   3    7    
Vardas6359                    Pavardė6359                  10   8    6    8    1    6    
Vardas6360                    Pavardė6360                  6    7    6    9    9    2    
Vardas6361                    Pavardė6361                  5    1    6    10   1    9    
Vardas6362                    Pavardė6362                  1    2    8    8    10   3    
Vardas6363                    Pavardė6363                  8    4    9    10   9    7    
Vardas6364                    Pavardė6364                  7    10   6    4    9    10   
Vardas6365                    Pavardė6365                  10   6    1    2    9    9    
Vardas6366                    Pavardė6366                  5    6    6    1    7    5    
Vardas6367                    Pavardė6367                  5    3    6    9    9    9    
Vardas6368                    Pavardė6368                  2    10   7    8    8    5    
Vardas6369                    Pavardė6369                  4    3    1    9    4    6    
Vardas6370                    Pavardė6370                  3    2    6    6    6    1    
Vardas6371                    Pavardė6371                  7    9    10   9    9    10   
Vardas6372                    Pavardė6372                  6    3    5    4    6    1    
Vardas6373                    Pavardė6373                  9    10   4    5    6    6    
Vardas6374                    Pavardė6374                  4    6    7    10   5    8    
Vardas6375                    Pavardė6375                  2    6    3    3    7    1    
Vardas6376                    Pavardė6376                  8    8    10   10   1    8    
Vardas6377                    Pavardė6377                  6    4    10   6    6    8    
Vardas6378                    Pavardė6378                  2    10   7    3    10   6    
Vardas6379                    Pavardė6379                  9    9    10   3    5    4    
Vardas6380                    Pavardė6380                  7    9    6    6    7    7    
Vardas6381                    Pavardė6381                  7    6    7    4    7    6    
Vardas6382                    Pavardė6382                  9    3    6    2    6    10   
Vardas6383                    Pavardė6383                  10   3    6    5    2    1    
Vardas6384                    Pavardė6384                  10   3    2    1    6    8    
Vardas6385                    Pavardė6385                  4    5    5    3    3    3    
Vardas6386                    Pavardė6386                  10   8    2    5    8    3    
Vardas6387                    Pavardė6387                  4    8    8    9    1    8    
Vardas6388                    Pavardė6388                  6    9    7    10   5    6    
Vardas6389                    Pavardė6389                  2    6    5    7    10   4    
Vardas6390                    Pavardė6390                  1    9    10   9    9    5    
Vardas6391                    Pavardė6391                  7    9    6    1    5    5    
Vardas6392                    Pavardė6392                  6    5    1    8    10   2    
Vardas6393                    Pavardė6393                  4    9    2    4    5    10   
Vardas6394                    Pavardė6394                  7    10   5    10   8    8    
Vardas6395                    Pavardė6395                  6    9    10   7    6    4    
Vardas6396                    Pavardė6396                  2    10   1    1    7    10   
Vardas6397                    Pavardė6397                  7    7    6    1    1    1    
Vardas6398                    Pavardė6398                  2    9    1    2    8    3    
Vardas6399                    Pavardė6399                  9    9    3    2    3    5    
Vardas6400                    Pavardė6400                  3    7    6    10   6    4    
Vardas6401                    Pavardė6401                  7    8    4    4    3    4    
Vardas6402                    Pavardė6402                  2    4    8    8    1    5    
Vardas6403                    Pavardė6403                  5    9    4    8    7    4    
Vardas6404                    Pavardė6404                  6    1    8    5    1    2    
Vardas6405                    Pavardė6405                  1    9    2    10   2    8    
Vardas6406                    Pavardė6406                  7    9    7    7    2    2    
Vardas6407                    Pavardė6407                  4    5    2    4    3    10   
Vardas6408                    Pavardė6408                  10   7    9    6    10   9    
Vardas6409                    Pavardė6409                  1    10   9    4    5    5    
Vardas6410                    Pavardė6410                  4    5    9    1    7    10   
Vardas6411                    Pavardė6411                  2    1    2    4    6    8    
Vardas6412                    Pavardė6412                  7    7    7    5    4    8    
Vardas6413                    Pavardė6413                  4    5    1    9    8    5    
Vardas6414                    Pavardė6414                  5    4    9    8    2    8    
Vardas6415                    Pavardė6415                  4    2    5    2    8    4    
Vardas6416                    Pavardė6416                  4    7    5    5    5    3    
Vardas6417                    Pavardė6417                  8    8    5    7    2    3    
Vardas6418                    Pavardė6418                  1    4    10   3    3    9    
Vardas6419                    Pavardė6419                  7    2    8    4    4    6    
Vardas6420                    Pavardė6420                  3    5    3    10   6    6    
Vardas6421                    Pavardė6421                  9    6    3    1    7    4    
Vardas6422                    Pavardė6422                  1    2    8    5    6    5    
Vardas6423                    Pavardė6423                  9    8    7    1    3    4    
Vardas6424                    Pavardė6424                  4    3    4    7    4    1    
Vardas6425                    Pavardė6425                  2    1    8    2    3    6    
Vardas6426                    Pavardė6426                  1    3    10   6    9    1    
Vardas6427                    Pavardė6427                  10   5    6    3    1    7    
Vardas6428                    Pavardė6428                  10   10   5    3    6    1    
Vardas6429                    Pavardė6429                  8    7    8    1    9    7    
Vardas6430                    Pavardė6430                  5    9    1    10   5    6    
Vardas6431                    Pavardė6431                  9    7    6    1    6    5    
Vardas6432                    Pavardė6432                  9    2    8    9    1    1    
Vardas6433                    Pavardė6433                  2    10   10   2    5    7    
Vardas6434                    Pavardė6434                  1    10   10   8    3    2    
Vardas6435                    Pavardė6435                  5    3    9    6    1    7    
Vardas6436                    Pavardė6436                  3    8    2    1    2    10   
Vardas6437                    Pavardė6437                  5    10   2    6    5    3    
Vardas6438                    Pavardė6438                  9    8    4    2    7    8    
Vardas6439                    Pavardė6439                  6    3    2    7    10   8    
Vardas6440                    Pavardė6440                  8    3    1    2    1    4    
Vardas6441                    Pavardė6441                  9    8    7    7    7    10   
Vardas6442                    Pavardė6442                  9    8    6    5    4    6    
Vardas6443                    Pavardė6443                  10   9    6    9    9    8    
Vardas6444                    Pavardė6444                  9    9    3    9    2    5    
Vardas6445                    Pavardė6445                  2    6    5    10   9    6    
Vardas6446                    Pavardė6446                  1    10   1    1    3    3    
Vardas6447                    Pavardė6447                  7    2    10   4    7    1    
Vardas6448                    Pavardė6448                  10   3    2    7    7    7    
Vardas6449                    Pavardė6449                  9    4    8    5    5    6    
Vardas6450                    Pavardė6450                  4    9    1    1    6    1    
Vardas6451                    Pavardė6451                  6    8    1    10   7    7    
Vardas6452                    Pavardė6452                  9    6    1    6    3    8    
Vardas6453                    Pavardė6453                  9    8    4    5    10   2    
Vardas6454                    Pavardė6454                  5    7    6    3    1    10   
Vardas6455                    Pavardė6455                  9    3    3    4    10   3    
Vardas6456                    Pavardė6456                  2    8    10   5    3    4    
Vardas6457                    Pavardė6457                  8    8    10   9    10   7    
Vardas6458                    Pavardė6458                  2    5    1    7    2    2    
Vardas6459                    Pavardė6459                  6    9    10   3    10   6    
Vardas6460                    Pavardė6460                  7    10   1    9    7    6    
Vardas6461                    Pavardė6461                  2    1    10   2    6    10   
Vardas6462                    Pavardė6462                  8    2    3    6    9    2    
Vardas6463                    Pavardė6463                  2    4    5    2    1    8    
Vardas6464                    Pavardė6464                  7    1    1    4    3    2    
Vardas6465                    Pavardė6465                  1    4    3    8    7    5    
Vardas6466                    Pavardė6466                  1    4    4    9    8    10   
Vardas6467                    Pavardė6467                  10   10   4    1    8    4    
Vardas6468                    Pavardė6468                  5    9    7    6    10   9    
Vardas6469                    Pavardė6469                  2    9    1    6    3    1    
Vardas6470                    Pavardė6470                  9    6    10   5    9    9    
Vardas6471                    Pavardė6471                  7    8    1    7    5    3    
Vardas6472                    Pavardė6472                  9    4    8    2    1    10   
Vardas6473                    Pavardė6473                  7    4    4    8    4    5    
Vardas6474                    Pavardė6474                  10   7    4    6    8    10   
Vardas6475                    Pavardė6475                  7    7    2    3    5    5    
Vardas6476                    Pavardė6476                  6    8    5    3    9    1    
Vardas6477                    Pavardė6477                  3    8    5    6    7    10   
Vardas6478                    Pavardė6478                  6    9    7    7    2    3    
Vardas6479                    Pavardė6479                  9    8    2    4    4    6    
Vardas6480                    Pavardė6480                  8    8    3    3    3    4    
Vardas6481                    Pavardė6481                  6    8    2    7    8    7    
Vardas6482                    Pavardė6482                  5    4    10   5    1    1    
Vardas6483                    Pavardė6483                  4    4    4    5    2    4    
Vardas6484                    Pavardė6484                  2    4    4    4    9    7    
Vardas6485                    Pavardė6485                  8    7    8    5    9    6    
Vardas6486                    Pavardė6486                  10   10   1    7    5    1    
Vardas6487                    Pavardė6487                  4    5    8    9    6    9    
Vardas6488                    Pavardė6488                  5    8    4    2    7    10   
Vardas6489                    Pavardė6489                  3    5    4    2    1    9    
Vardas6490                    Pavardė6490                  5    7    8    3    9    6    
Vardas6491                    Pavardė6491                  7    6    1    10   6    1    
Vardas6492                    Pavardė6492                  7    3    7    9    4    3    
Vardas6493                    Pavardė6493                  1    3    5    5    3    10   
Vardas6494                    Pavardė6494                  6    8    10   1    9    7    
Vardas6495                    Pavardė6495                  4    9    1    10   10   8    
Vardas6496                    Pavardė6496                  8    4    9    2    9    10   
Vardas6497                    Pavardė6497                  2    2    2    2    5    5    
Vardas6498                    Pavardė6498                  2    4    10   2    2    4    
Vardas6499                    Pavardė6499                  1    7    10   9    2    6    
Vardas6500                    Pavardė6500                  9    5    4    2    6    7    
Vardas6501                    Pavardė6501                  5    5    9    6    8    3    
Vardas6502                    Pavardė6502                  7    8    1    5    9    6    
Vardas6503                    Pavardė6503                  1    1    2    2    4    7    
Vardas6504                    Pavardė6504                  6    2    3    8    2    9    
Vardas6505                    Pavardė6505                  4    7    7    5    2    8    
Vardas6506                    Pavardė6506                  1    10   1    1    5    1    
Vardas6507                    Pavardė6507                  2    2    4    8    2    2    
Vardas6508                    Pavardė6508                  7    9    4    2    5    8    
Vardas6509                    Pavardė6509                  10   10   8    3    1    3    
Vardas6510                    Pavardė6510                  3    3    2    10   9    10   
Vardas6511                    Pavardė6511                  5    5    6    6    5    5    
Vardas6512                    Pavardė6512                  10   6    3    10   5    8    
Vardas6513                    Pavardė6513                  3    2    4    9    1    10   
Vardas6514                    Pavardė6514                  5    4    6    9    9    6    
Vardas6515                    Pavardė6515                  4    8    8    7    10   4    
Vardas6516                    Pavardė6516                  7    9    4    1    3    5    
Vardas6517                    Pavardė6517                  3    6    2    5    2    8    
Vardas6518                    Pavardė6518                  2    5    7    8    7    7    
Vardas6519                    Pavardė6519                  7    4    8    9    7    4    
Vardas6520                    Pavardė6520                  8    8    6    10   9    8    
Vardas6521                    Pavardė6521                  7    4    3    5    6    1    
Vardas6522                    Pavardė6522                  8    8    1    4    2    8    
Vardas6523                    Pavardė6523                  9    3    9    1    4    4    
Vardas6524                    Pavardė6524                  8    3    2    4    2    9    
Vardas6525                    Pavardė6525                  2    8    9    9    10   6    
Vardas6526                    Pavardė6526                  6    7    8    10   8    3    
Vardas6527                    Pavardė6527                  1    2    1    7    9    9    
Vardas6528                    Pavardė6528                  4    1    10   3    4    5    
Vardas6529                    Pavardė6529                  2    3    5    3    2    8    
Vardas6530                    Pavardė6530                  4    10   3    8    8    3    
Vardas6531                    Pavardė6531                  9    2    1    8    2    5    
Vardas6532                    Pavardė6532                  4    6    6    10   8    8    
Vardas6533                    Pavardė6533                  2    4    1    10   7    1    
Vardas6534                    Pavardė6534                  7    3    3    7    1    2    
Vardas6535                    Pavardė6535                  8    4    10   2    5    4    
Vardas6536                    Pavardė6536                  9    3    2    3    3    8    
Vardas6537                    Pavardė6537                  5    9    7    5    2    4    
Vardas6538                    Pavardė6538                  6    8    2    5    6    2    
Vardas6539                    Pavardė6539                  10   9    5    1    9    5    
Vardas6540                    Pavardė6540                  9    4    9    4    1    1    
Vardas6541                    Pavardė6541                  2    4    1    1    2    7    
Vardas6542                    Pavardė6542                  7    3    4    6    8    2    
Vardas6543                    Pavardė6543                  10   3    1    1    1    4    
Vardas6544                    Pavardė6544                  8    8    4    9    5    6    
Vardas6545                    Pavardė6545                  6    5    6    9    2    7    
Vardas6546                    Pavardė6546                  6    7    9    3    3    10   
Vardas6547                    Pavardė6547                  5    5    3    8    6    1    
Vardas6548                    Pavardė6548                  1    2    1    5    1    10   
Vardas6549                    Pavardė6549                  1    4    7    8    6    7    
Vardas6550                    Pavardė6550                  10   4    2    8    9    9    
Vardas6551                    Pavardė6551                  6    7    9    8    8    8    
Vardas6552                    Pavardė6552                  10   8    1    4    10   3    
Vardas6553                    Pavardė6553                  9    9    2    8    8    8    
Vardas6554                    Pavardė6554                  6    4    8    5    3    3    
Vardas6555                    Pavardė6555                  2    5    1    3    2    9    
Vardas6556                    Pavardė6556                  4    5    7    4    9    3    
Vardas6557                    Pavardė6557                  3    4    1    3    7    2    
Vardas6558                    Pavardė6558                  5    10   3    9    4    2    
Vardas6559                    Pavardė6559                  4    2    7    6    3    9    
Vardas6560                    Pavardė6560                  9    7    6    7    6    4    
Vardas6561                    Pavardė6561                  2    9    7    3    2    1    
Vardas6562                    Pavardė6562                  10   3    2    7    9    2    
Vardas6563                    Pavardė6563                  2    4    5    4    8    8    
Vardas6564                    Pavardė6564                  6    2    10   6    7    8    
Vardas6565                    Pavardė6565                  6    7    6    10   7    3    
Vardas6566                    Pavardė6566                  5    5    5    2    1    4    
Vardas6567                    Pavardė6567                  5    3    10   6    2    4    
Vardas6568                    Pavardė6568                  7    1    6    8    4    7    
Vardas6569                    Pavardė6569                  9    9    8    5    2    10   
Vardas6570                    Pavardė6570                  3    9    10   1    1    2    
Vardas6571                    Pavardė6571                  2    4    2    7    3    6    
Vardas6572                    Pavardė6572                  8    6    8    4    3    5    
Vardas6573                    Pavardė6573                  2    3    10   10   9    9    
Vardas6574                    Pavardė6574                  8    2    7    2    8    5    
Vardas6575                    Pavardė6575                  3    5    1    7    7    2    
Vardas6576                    Pavardė6576                  1    7    3    6    6    4    
Vardas6577                    Pavardė6577                  4    3    1    4    6    7    
Vardas6578                    Pavardė6578                  2    2    6    5    3    6    
Vardas6579                    Pavardė6579                  8    4    8    10   2    8    
Vardas6580                    Pavardė6580                  2    5    4    10   2    10   
Vardas6581                    Pavardė6581                  4    10   3    8    7    10   
Vardas6582                    Pavardė6582                  9    2    9    7    9    9    
Vardas6583                    Pavardė6583                  4    6    8    3    9    8    
Vardas6584                    Pavardė6584                  1    3    6    9    9    9    
Vardas6585                    Pavardė6585                  5    1    5    8    10   2    
Vardas6586                    Pavardė6586                  6    2    10   2    8    1    
Vardas6587                    Pavardė6587                  4    3    2    2    8    9    
Vardas6588                    Pavardė6588                  1    2    9    9    9    2    
Vardas6589                    Pavardė6589                  9    3    4    8    6    10   
Vardas6590                    Pavardė6590                  6    6    10   4    2    3    
Vardas6591                    Pavardė6591                  5    4    5    7    9    6    
Vardas6592                    Pavardė6592                  3    7    4    10   10   1    
Vardas6593                    Pavardė6593                  5    3    2    8    1    6    
Vardas6594                    Pavardė6594                  5    2    5    6    1    1    
Vardas6595                    Pavardė6595                  1    10   8    3    4    6    
Vardas6596                    Pavardė6596                  3    1    2    4    9    3    
Vardas6597                    Pavardė6597                  9    1    2    9    9    8    
Vardas6598                    Pavardė6598                  8    9    5    2    2    1    
Vardas6599                    Pavardė6599                  10   1    6    4    3    2    
Vardas6600                    Pavardė6600                  7    5    7    10   1    8    
Vardas6601                    Pavardė6601                  6    5    2    9    9    10   
Vardas6602                    Pavardė6602                  10   6    9    10   8    7    
Vardas6603                    Pavardė6603                  1    1    1    8    8    10   
Vardas6604                    Pavardė6604                  2    8    5    3    8    3    
Vardas6605                    Pavardė6605                  2    2    8    10   1    3    
Vardas6606                    Pavardė6606                  7    9    1    1    9    1    
Vardas6607                    Pavardė6607                  4    6    8    9    7    8    
Vardas6608                    Pavardė6608                  7    7    8    2    10   2    
Vardas6609                    Pavardė6609                  4    4    4    5    3    3    
Vardas6610                    Pavardė6610                  4    5    3    10   9    10   
Vardas6611                    Pavardė6611                  10   7    10   1    8    7    
Vardas6612                    Pavardė6612                  6    9    8    9    5    4    
Vardas6613                    Pavardė6613                  7    7    10   7    6    1    
Vardas6614                    Pavardė6614                  3    3    6    8    5    2    
Vardas6615                    Pavardė6615                  1    5    9    3    10   3    
Vardas6616                    Pavardė6616                  2    1    10   4    3    8    
